NO_NAME,ID,AGE,GENDER,RACE,DRIVING_EXPERIENCE,EDUCATION,INCOME,CREDIT_SCORE,VEHICLE_OWNERSHIP,VEHICLE_YEAR,MARRIED,CHILDREN,POSTAL_CODE,ANNUAL_MILEAGE,VEHICLE_TYPE,SPEEDING_VIOLATIONS,DUIS,PAST_ACCIDENTS,OUTCOME
1684,210978,2,0,0,0,0,3,0.532122512,0,1,0,0,10238,16000,0,0,0,0,1
1685,160719,1,0,0,1,2,0,0.535137198,1,1,1,0,10238,12000,0,0,0,2,0
1686,73781,2,0,0,0,2,2,0.617033647,0,1,0,1,32765,10000,0,0,0,0,1
1687,123572,2,0,0,0,1,3,0.578603131,1,1,1,1,10238,12000,0,0,0,0,1
1688,174681,1,1,0,1,2,0,0.557180488,0,1,0,0,32765,15000,0,1,0,3,0
1689,626675,3,1,0,3,0,2,0.749427817,1,0,1,1,10238,9000,0,7,1,6,0
1690,252367,1,1,0,0,1,3,0.35953852,1,1,1,1,32765,9000,0,0,0,0,0
1691,219553,1,1,0,1,2,2,0.749261637,1,1,0,0,10238,13000,0,0,0,0,0
1692,527488,0,0,0,0,0,1,0.157396822,1,1,0,0,10238,15000,0,0,0,0,0
1693,243634,0,1,0,0,2,0,0.499085895,1,1,0,0,10238,11697.00321,0,0,0,0,1
1694,468259,0,1,0,0,0,0,0.404634228,1,1,0,0,10238,13000,0,0,0,0,0
1695,508925,0,0,0,0,0,1,0.472419511,0,1,0,1,10238,11000,0,0,0,0,1
1696,477198,0,1,0,0,1,1,0.265255675,0,1,0,0,92101,14000,0,0,0,0,1
1697,971241,1,0,0,1,2,2,0.617575991,1,0,0,1,10238,15000,0,0,1,0,0
1698,38261,3,1,0,2,0,0,0.430824742,1,0,1,1,32765,5000,0,9,2,0,0
1699,196960,1,0,0,0,1,3,0.380538115,0,1,1,1,10238,10000,0,0,0,0,1
1700,576583,1,0,0,0,0,3,0.395930989,0,1,0,1,10238,11000,0,0,0,0,0
1701,472205,2,0,0,2,2,2,0.592768305,1,1,1,1,32765,11000,0,3,1,0,0
1702,968469,3,1,0,2,0,2,0.561443567,1,0,1,1,32765,8000,0,8,0,2,0
1703,288419,3,0,0,3,2,2,0.533677083,1,0,1,1,10238,7000,0,2,0,6,0
1704,253649,2,1,0,1,2,2,0.48761529,1,1,1,1,10238,9000,0,1,0,2,0
1705,7893,2,0,0,1,1,3,0.185333615,1,0,0,1,32765,14000,0,0,0,0,0
1706,904196,2,1,1,1,2,2,0.606264956,1,0,1,1,92101,11697.00321,0,0,0,0,0
1707,546446,3,0,0,0,2,2,0.682825457,1,0,1,1,10238,14000,0,0,0,0,0
1708,998986,0,1,0,0,2,3,0.408590236,1,1,0,0,10238,15000,0,0,0,0,1
1709,757742,0,1,0,0,0,0,0.624980917,1,0,0,0,10238,18000,0,0,0,0,0
1710,832177,3,0,0,0,0,2,0.609543199,1,1,1,1,10238,10000,0,0,0,0,1
1711,156807,3,1,0,2,2,2,0.646529726,1,1,1,1,10238,6000,0,3,1,5,0
1712,734041,2,1,0,1,2,2,0.728198811,0,1,1,1,10238,7000,0,1,0,2,0
1713,524160,2,0,1,2,1,0,0.426612933,0,1,1,1,32765,9000,0,9,0,1,0
1714,386225,0,0,0,0,0,2,0.469351463,1,1,1,1,32765,7000,0,0,0,0,0
1715,883104,2,0,0,2,2,2,0.687492801,1,0,1,1,10238,8000,1,2,0,5,0
1716,323571,1,0,0,1,1,1,0.522521998,0,1,0,0,10238,11697.00321,0,1,0,0,1
1717,727175,3,0,1,1,0,2,0.635326973,1,1,1,1,10238,11000,0,0,0,0,0
1718,891890,0,0,0,0,1,1,0.350758626,1,1,1,1,10238,7000,0,0,0,0,0
1719,195034,1,0,0,1,1,3,0.448688251,0,1,0,1,92101,13000,0,0,0,1,1
1720,499069,0,0,0,0,0,0,0.277630444,1,0,1,1,10238,12000,1,0,0,0,0
1721,135363,1,0,0,1,0,1,0.38361408,0,0,0,0,10238,15000,0,1,0,0,0
1722,745958,2,0,0,2,0,0,0.546199461,0,1,0,0,10238,9000,0,4,0,4,0
1723,368197,0,1,0,0,0,3,0.361331858,1,1,0,1,32765,11000,0,0,0,0,1
1724,434797,0,1,1,0,1,1,0.227553684,0,1,0,1,32765,10000,1,0,0,0,1
1725,354302,1,0,0,1,1,3,0.686794998,1,1,0,1,10238,13000,0,0,0,0,0
1726,959292,3,0,0,1,2,2,0.666940245,1,1,1,1,10238,9000,0,2,0,2,0
1727,335156,1,0,0,1,0,3,0.350068521,1,1,0,0,10238,17000,0,1,0,0,0
1728,556971,1,1,0,1,2,2,0.562059268,1,0,1,1,32765,8000,0,1,1,0,0
1729,451148,3,0,1,2,0,2,0.66243828,0,1,0,1,32765,12000,0,3,1,0,0
1730,541074,1,1,0,1,0,3,0.50591823,0,1,1,1,10238,10000,0,2,1,0,0
1731,593578,0,0,1,0,1,1,0.245739918,0,1,0,0,32765,13000,0,0,0,0,1
1732,927572,2,1,0,2,0,2,0.651477711,1,1,0,1,32765,12000,0,9,2,0,0
1733,370627,0,0,0,0,2,3,0.377144187,1,0,0,0,32765,11697.00321,0,0,0,0,0
1734,600608,0,1,0,0,0,0,0.384055426,0,1,0,0,21217,17000,0,0,0,0,1
1735,773054,3,0,0,3,2,2,0.515277493,1,0,1,1,10238,11000,0,2,1,2,0
1736,326697,0,1,0,0,0,1,0.355241089,0,1,0,1,10238,15000,0,0,0,0,1
1737,148284,2,1,0,1,2,2,0.60567716,1,0,1,1,10238,13000,0,1,0,2,1
1738,483232,2,1,0,2,2,2,0.608174519,1,1,0,1,32765,10000,0,7,0,1,0
1739,752775,2,1,0,0,2,2,0.637749997,1,1,0,1,32765,11697.00321,0,0,0,0,1
1740,317412,1,1,0,1,2,2,0.514321132,1,1,1,0,32765,11000,0,5,0,0,0
1741,694920,2,0,0,2,2,2,0.481233805,1,1,1,1,32765,7000,0,5,0,1,0
1742,845494,1,0,0,1,2,0,0.567129695,1,0,1,1,10238,11000,0,1,1,0,0
1743,922147,1,0,1,1,2,0,0.657545057,1,1,1,1,10238,13000,0,0,0,1,0
1744,394677,1,0,0,1,2,0,0.463334117,0,0,0,0,32765,11000,0,2,0,1,0
1745,831133,3,1,0,3,2,2,0.40990158,1,1,1,1,92101,10000,0,6,0,0,0
1746,458721,1,0,0,0,2,0,0.623790077,0,1,0,1,92101,8000,0,0,0,0,1
1747,981386,1,0,0,1,0,0,0.681148114,1,1,0,1,10238,14000,0,0,0,0,0
1748,42168,0,0,0,0,0,3,0.501371361,1,1,1,1,10238,11000,0,0,0,0,0
1749,902925,0,1,0,0,1,1,0.196580684,1,1,0,0,10238,15000,0,0,0,0,1
1750,75332,3,1,0,3,0,2,0.575560211,1,0,1,1,10238,9000,0,5,1,1,0
1751,789201,0,0,0,0,0,3,0.471538024,0,1,0,0,10238,14000,0,0,0,0,1
1752,332784,1,0,1,1,0,0,0.58613606,1,1,1,0,10238,14000,0,1,0,1,0
1753,861839,1,1,0,1,2,2,0.675440697,1,0,0,1,32765,11697.00321,0,3,0,1,1
1754,249673,2,1,0,0,0,2,0.620730793,1,1,1,1,10238,8000,0,0,0,0,1
1755,56947,2,1,0,2,2,2,0.565053327,1,1,1,1,10238,11000,1,2,2,6,0
1756,668061,3,0,0,0,2,2,0.740323306,1,0,1,1,32765,10000,0,0,0,0,0
1757,277229,2,1,0,1,2,0,0.580471752,1,1,0,1,10238,11000,0,1,2,2,0
1758,210131,2,1,0,1,0,0,0.52188614,1,1,1,1,32765,10000,1,3,1,1,0
1759,325888,2,1,0,2,0,3,0.470466594,1,1,1,1,10238,9000,0,6,2,4,0
1760,87330,3,0,0,3,2,2,0.6843084,1,1,1,1,10238,14000,0,0,2,0,0
1761,850125,2,1,0,1,2,2,0.551593304,1,0,1,0,10238,13000,0,1,0,1,0
1762,318800,0,1,0,0,1,3,0.454092671,0,1,0,0,10238,9000,0,0,0,0,1
1763,914600,2,0,0,2,2,2,0.664189102,1,1,1,1,10238,13000,0,2,0,3,0
1764,383237,0,1,0,0,1,1,0.310847581,1,1,0,1,10238,11697.00321,0,0,0,0,1
1765,397421,0,0,0,0,0,1,0.410489518,0,1,1,1,10238,11000,0,0,0,0,0
1766,146453,3,1,0,1,2,2,0.597851084,1,1,1,0,10238,12000,0,0,0,1,0
1767,954268,2,1,1,2,2,2,0.504569892,1,0,1,1,32765,7000,0,4,1,0,0
1768,867300,3,1,0,0,2,2,0.518345083,1,0,0,0,92101,11697.00321,0,0,0,0,0
1769,250336,2,0,0,2,2,2,0.583295837,1,1,0,0,10238,14000,0,0,0,0,0
1770,8316,2,1,1,1,0,2,0.720087446,1,1,1,1,92101,12000,0,1,0,2,0
1771,887384,1,0,0,1,0,1,0.600246529,0,1,1,0,10238,7000,0,3,0,3,0
1772,579169,1,1,0,1,1,0,0.4977089,1,1,1,1,32765,11000,1,2,1,0,1
1773,735228,0,0,1,0,1,1,0.388331785,0,1,0,1,10238,14000,0,0,0,0,1
1774,646884,3,1,0,3,2,2,0.624170204,1,0,0,1,32765,7000,0,13,1,2,0
1775,227345,0,1,0,0,0,3,0.353382095,0,1,0,0,32765,14000,0,0,0,0,1
1776,578045,3,1,0,2,2,2,0.314459983,1,0,1,1,92101,10000,0,4,1,7,0
1777,695132,0,0,0,0,2,3,0.316166462,1,1,1,0,10238,13000,0,0,0,0,1
1778,442801,0,0,0,0,0,1,0.30822044,0,1,0,0,32765,13000,0,0,0,0,1
1779,83419,1,0,0,0,0,0,0.582255514,1,0,1,0,10238,13000,0,0,0,0,0
1780,266664,2,1,0,0,1,3,0.323098656,0,1,1,1,10238,6000,0,0,0,0,1
1781,48467,2,1,0,2,1,0,0.527267713,1,1,0,0,10238,12000,0,5,0,5,0
1782,956725,0,1,0,0,2,2,0.738736585,1,1,1,0,10238,11000,0,0,0,0,1
1783,59488,2,1,1,2,2,2,0.562876618,1,1,1,1,10238,10000,1,1,0,3,0
1784,513565,0,0,0,0,0,3,0.657804052,1,1,0,0,32765,14000,0,0,0,0,1
1785,855822,0,1,0,0,1,1,0.513570269,0,1,0,0,10238,9000,0,0,0,0,1
1786,493576,1,0,1,0,0,0,0.480974254,1,1,0,0,10238,14000,0,0,0,0,1
1787,854084,1,1,0,0,0,0,0.497444786,1,1,0,0,10238,15000,0,0,0,0,0
1788,477066,0,1,0,0,2,0,0.542176692,1,1,0,1,32765,7000,0,0,0,0,0
1789,468466,0,1,0,0,0,1,0.354728554,0,1,0,1,32765,9000,0,0,0,0,1
1790,880743,1,0,0,1,2,3,0.288166467,1,1,1,1,32765,9000,0,3,1,2,0
1791,407928,3,1,0,1,0,2,0.445405569,1,1,1,1,10238,14000,0,1,0,2,0
1792,394404,2,1,0,2,2,2,0.550364728,1,0,1,1,10238,8000,0,5,0,3,0
1793,910818,1,1,0,1,1,3,0.425060173,0,1,1,1,10238,11000,0,0,0,1,0
1794,368162,2,0,0,2,2,2,0.621655143,1,0,0,1,32765,11000,0,0,2,0,0
1795,92996,0,0,0,0,2,0,0.52283411,1,1,0,1,10238,11000,0,0,0,0,1
1796,593823,3,1,0,3,2,2,0.693180035,1,0,0,0,10238,14000,0,4,0,1,0
1797,573601,2,0,0,2,0,0,0.622640063,1,0,1,0,32765,10000,0,5,0,1,0
1798,391636,3,1,0,3,0,2,0.573968877,1,0,1,1,10238,13000,0,3,0,8,0
1799,628053,2,0,0,2,0,2,0.546686699,1,1,1,1,92101,8000,0,2,1,4,0
1800,916342,2,1,0,1,2,0,0.570127446,0,1,1,1,10238,11697.00321,0,1,0,3,0
1801,875379,2,1,1,2,2,2,0.60698753,1,1,0,1,10238,11000,0,3,1,3,0
1802,934637,2,1,0,2,2,2,0.722806944,1,0,1,1,10238,12000,0,5,0,2,0
1803,893612,3,0,0,1,0,2,0.685495905,1,0,1,1,10238,13000,0,0,1,0,0
1804,791622,1,0,0,1,2,3,0.399062105,1,1,1,0,32765,11000,0,0,1,0,0
1805,694795,3,0,0,1,2,2,0.591098915,0,0,1,1,10238,10000,0,1,0,1,0
1806,808517,1,1,0,1,0,0,0.456892415,1,1,0,1,32765,10000,0,1,0,0,0
1807,126044,2,1,0,2,1,3,0.491949768,1,1,1,1,10238,7000,0,3,1,3,0
1808,756176,2,1,0,2,0,2,0.54303843,1,0,1,1,10238,11697.00321,1,6,1,4,0
1809,821932,3,0,1,3,2,2,0.627759173,1,1,1,1,32765,5000,0,4,3,1,0
1810,262122,3,0,0,2,1,2,0.388329413,1,1,0,1,10238,10000,0,1,0,1,0
1811,775902,1,1,0,1,2,3,0.498053808,1,0,1,1,10238,12000,0,1,0,0,0
1812,129481,3,1,1,3,2,2,0.606835029,1,1,1,1,10238,11000,0,5,0,4,0
1813,797033,2,1,1,2,0,0,0.60673342,1,1,1,1,10238,11697.00321,0,3,1,2,0
1814,353598,1,0,0,1,0,0,0.478721293,1,1,0,1,10238,11000,0,1,0,2,0
1815,308876,2,0,0,1,2,2,0.567747695,1,1,0,0,10238,13000,0,0,1,0,0
1816,834997,1,1,0,1,2,2,0.504391532,0,1,1,0,32765,10000,0,2,0,2,1
1817,514623,1,1,0,0,1,3,0.442638475,0,1,1,0,10238,10000,0,0,0,0,1
1818,107940,3,0,0,3,2,2,0.545223414,1,1,1,1,10238,13000,0,3,0,5,0
1819,858675,0,0,0,0,1,1,0.371980701,0,1,0,1,10238,10000,0,0,0,0,1
1820,505481,2,0,0,1,1,1,0.574495249,1,1,1,1,92101,8000,0,1,0,0,0
1821,594904,1,0,0,0,0,3,0.472675174,0,1,0,1,10238,11697.00321,0,0,0,0,1
1822,747580,0,0,0,0,0,1,0.326028899,0,1,1,0,10238,19000,0,0,0,0,1
1823,332700,2,0,0,2,2,2,0.529864962,1,1,1,1,10238,11000,0,1,0,1,0
1824,976369,2,0,0,2,1,0,0.394017847,1,1,1,1,10238,11000,0,3,0,0,0
1825,679730,0,0,0,0,0,1,0.44043967,0,1,0,1,10238,13000,0,0,0,0,1
1826,432058,2,1,0,1,2,0,0.608056074,1,0,0,1,32765,9000,0,0,0,3,0
1827,740498,0,1,0,0,0,1,0.215727826,0,1,0,0,32765,10000,0,0,0,0,1
1828,801283,0,0,0,0,2,3,0.327590824,0,1,0,0,10238,14000,0,0,0,0,1
1829,539616,1,0,0,0,1,1,0.317697371,1,1,0,0,32765,11697.00321,0,0,0,0,0
1830,620447,1,0,0,1,2,2,0.776455439,1,1,1,1,10238,12000,0,1,1,1,0
1831,772315,2,0,0,2,2,2,0.545443745,1,1,0,0,10238,11000,0,1,0,2,0
1832,805314,0,1,0,0,1,1,0.326987709,0,1,0,1,10238,10000,0,0,0,0,1
1833,622295,1,0,0,0,0,0,0.492818136,1,1,1,1,10238,11000,0,0,0,0,1
1834,769923,3,0,0,3,0,2,0.629984804,0,0,0,1,10238,15000,0,2,0,4,0
1835,761062,2,0,0,1,0,0,0.544752178,0,1,1,1,10238,9000,0,2,0,0,0
1836,602588,1,0,0,1,1,1,0.394265015,0,1,0,1,10238,11000,0,0,0,1,0
1837,83737,2,0,1,2,1,3,0.418304857,0,1,0,1,10238,13000,0,1,0,0,0
1838,543924,1,1,0,1,2,2,0.7646901,0,1,1,1,10238,11000,1,1,0,2,1
1839,596744,2,0,0,0,2,2,0.696601034,1,1,1,1,32765,10000,0,0,0,0,0
1840,240384,2,1,0,2,0,2,0.632199385,1,1,1,0,10238,10000,0,2,0,2,0
1841,846855,2,0,1,1,2,2,0.603163237,1,1,0,1,32765,11000,0,2,0,0,0
1842,69212,2,1,0,1,2,2,0.524521129,1,1,1,1,32765,11697.00321,0,3,0,0,1
1843,5949,0,0,0,0,0,0,0.508764422,0,1,0,1,10238,11000,0,0,0,0,1
1844,764054,2,1,0,2,1,2,0.540436409,1,1,1,0,10238,12000,0,2,2,2,0
1845,501875,1,0,1,1,0,0,0.547843213,1,1,0,0,10238,15000,0,0,0,1,1
1846,196456,2,1,0,2,1,1,0.407000531,0,1,0,1,32765,9000,0,8,3,4,1
1847,493706,2,1,0,2,2,2,0.764117157,0,1,1,1,10238,11697.00321,0,1,0,5,0
1848,241076,1,0,1,0,0,3,0.337378764,1,1,0,0,10238,13000,0,0,0,0,1
1849,734835,1,1,0,0,1,3,0.461689717,1,1,1,1,10238,10000,0,0,0,0,1
1850,70698,2,1,1,2,2,2,0.55861021,1,0,1,1,10238,11000,0,3,1,3,0
1851,148192,1,1,0,0,2,2,0.637910214,1,1,1,1,10238,10000,0,0,0,0,0
1852,900823,3,1,0,3,2,2,0.60820792,0,1,1,1,10238,12000,0,4,1,3,0
1853,756342,3,0,0,1,0,2,0.639177057,1,0,1,1,32765,7000,0,2,0,2,0
1854,906649,0,0,0,0,0,1,0.390492832,0,1,0,0,10238,11000,0,0,0,0,1
1855,271782,2,0,0,2,2,2,0.582959045,1,0,1,1,21217,10000,0,1,0,1,1
1856,451123,0,1,0,0,1,1,0.352860562,1,1,1,1,32765,10000,0,0,0,0,1
1857,357983,3,1,0,3,2,2,0.718067956,1,1,1,1,10238,12000,0,4,1,5,0
1858,571194,2,0,0,2,0,1,0.34201373,0,1,1,1,32765,11697.00321,0,6,1,2,0
1859,815139,1,0,0,1,2,0,0.514566952,1,1,0,0,10238,13000,0,2,0,0,0
1860,872633,0,0,1,0,1,3,0.385617885,0,1,0,0,32765,11000,0,0,0,0,1
1861,291065,3,1,0,1,2,2,0.574430338,0,1,0,1,92101,12000,0,3,0,1,1
1862,865832,3,1,0,3,0,2,0.583737531,0,1,1,1,10238,10000,0,3,1,5,0
1863,37656,3,1,0,3,0,0,0.199586265,1,1,1,1,10238,8000,0,6,1,6,0
1864,769768,0,0,0,0,1,1,0.348510468,1,1,0,0,10238,13000,0,0,0,0,1
1865,480887,2,0,0,2,1,3,0.376360933,1,1,0,0,10238,15000,0,0,0,0,0
1866,387428,1,0,0,1,1,3,0.454656294,0,1,0,0,10238,18000,0,2,0,0,0
1867,330099,1,0,0,1,1,1,0.254392884,0,1,0,0,10238,16000,0,0,0,0,0
1868,613717,0,0,1,0,0,1,0.430172519,0,1,0,0,10238,14000,1,0,0,0,1
1869,911473,2,1,0,2,0,2,0.585910136,0,1,1,1,32765,10000,0,5,0,0,0
1870,563175,2,0,0,2,2,0,0.500079815,1,1,0,0,32765,14000,0,1,1,2,0
1871,272001,1,1,0,1,2,2,0.558533988,1,0,1,1,10238,12000,0,0,0,0,0
1872,215445,0,1,0,0,1,1,0.442523486,1,1,1,0,10238,11697.00321,0,0,0,0,1
1873,578635,2,1,0,1,0,0,0.499040341,1,1,0,1,10238,12000,0,2,0,4,0
1874,887325,0,0,0,0,0,1,0.2983002,0,1,0,0,10238,17000,0,0,0,0,1
1875,110283,2,0,0,0,2,2,0.563566199,1,0,1,1,10238,14000,0,0,0,0,0
1876,613670,1,0,0,1,2,0,0.552855725,1,1,0,1,92101,12000,0,1,1,0,0
1877,491511,1,0,0,1,0,0,0.484915141,1,1,0,0,32765,13000,1,1,0,0,1
1878,403031,0,0,0,0,1,3,0.400411432,0,1,0,1,32765,12000,0,0,0,0,1
1879,210484,0,1,0,0,0,1,0.205282775,0,1,0,0,10238,13000,0,0,0,0,1
1880,602790,0,0,0,0,0,1,0.241293557,0,1,0,0,10238,12000,0,0,0,0,0
1881,976407,2,0,1,1,0,0,0.620038958,1,0,1,1,10238,12000,0,1,0,1,0
1882,411490,0,1,0,0,0,1,0.304256243,1,1,0,1,92101,14000,0,0,0,0,1
1883,657351,2,0,0,2,2,2,0.660849034,1,0,1,0,32765,10000,0,5,1,4,0
1884,949479,1,1,0,1,2,0,0.500502768,1,1,1,1,10238,12000,1,1,0,1,1
1885,709084,1,1,0,1,0,0,0.472244792,1,1,1,0,10238,7000,0,2,0,1,0
1886,324483,2,0,0,2,2,2,0.613532264,1,0,1,1,10238,11000,0,1,0,0,0
1887,269129,2,0,0,2,0,2,0.483659328,0,1,0,1,32765,4000,0,1,2,1,0
1888,626587,2,0,0,2,2,2,0.683149629,1,0,0,1,32765,9000,0,2,0,1,0
1889,11280,0,0,0,0,2,0,0.505824979,1,0,0,0,10238,14000,0,0,0,0,0
1890,586725,0,0,0,0,1,1,0.393253107,0,1,0,0,10238,12000,0,0,0,0,1
1891,850687,2,1,0,2,0,2,0.553308153,0,1,0,0,32765,11697.00321,0,3,1,0,0
1892,378356,1,1,0,1,1,1,0.142856874,1,1,1,1,32765,8000,0,3,1,0,1
1893,461730,0,0,0,0,0,3,0.568904272,1,1,0,0,32765,14000,0,0,0,0,1
1894,589218,3,1,0,2,0,2,0.485672758,1,1,1,1,10238,14000,0,4,2,0,0
1895,946498,2,1,1,1,0,2,0.679375463,0,1,1,0,10238,10000,0,2,1,0,0
1896,479118,2,1,0,1,2,2,0.528295965,1,0,0,1,10238,12000,0,1,0,4,0
1897,744591,1,1,0,0,0,3,0.469428582,1,1,0,0,10238,17000,0,0,0,0,1
1898,633972,0,1,0,0,2,3,0.196651858,1,1,1,0,10238,15000,0,0,0,0,0
1899,223390,0,1,0,0,0,1,0.407430763,1,1,0,0,32765,14000,0,0,0,0,0
1900,758891,2,1,0,2,2,0,0.434406509,1,1,0,1,21217,11000,1,1,0,0,1
1901,736939,0,0,0,0,0,3,0.45477146,0,1,1,0,10238,14000,0,0,0,0,1
1902,733325,0,0,0,0,2,0,0.530521554,1,0,1,1,10238,10000,0,0,0,0,0
1903,393981,2,1,0,2,2,2,0.537123299,1,0,0,1,10238,14000,0,4,0,0,0
1904,471822,3,1,0,2,2,2,0.63402128,1,1,0,1,32765,9000,0,3,1,1,0
1905,540570,0,0,0,0,0,1,0.337677466,0,1,0,0,10238,16000,0,0,0,0,1
1906,278283,0,1,1,0,1,1,0.39788572,0,1,0,1,32765,11697.00321,0,0,0,0,1
1907,264164,1,0,0,1,1,1,0.437688908,0,1,0,0,10238,13000,1,1,0,0,1
1908,505778,3,1,0,3,1,2,0.611174216,0,1,0,1,32765,12000,0,10,0,0,0
1909,981161,0,1,0,0,0,1,0.406177418,1,1,0,0,10238,16000,0,0,0,0,1
1910,380644,2,0,1,1,0,2,0.593295261,1,1,1,1,32765,8000,0,2,1,0,0
1911,436817,1,1,0,1,2,0,0.466215611,0,1,1,1,10238,12000,0,3,0,2,0
1912,237309,0,1,1,0,2,3,0.431011869,0,1,1,1,32765,8000,0,0,0,0,1
1913,576563,2,1,0,2,2,2,0.66062024,1,1,1,1,32765,7000,0,3,1,4,0
1914,313857,0,0,1,0,1,1,0.359742311,0,1,0,0,10238,16000,0,0,0,0,1
1915,849983,3,0,0,0,0,2,0.695275209,0,0,0,1,10238,10000,0,0,0,0,0
1916,33096,3,1,0,0,2,2,0.553776133,1,1,1,1,10238,12000,0,0,0,0,0
1917,820080,3,1,0,0,2,2,0.801214231,1,0,0,1,10238,10000,0,0,0,0,0
1918,959200,2,1,0,2,2,2,0.845627097,0,1,0,1,32765,11697.00321,0,7,1,0,1
1919,704651,0,1,0,0,2,0,0.613793495,1,0,1,1,10238,14000,0,0,0,0,1
1920,516737,2,1,0,2,0,0,0.474850788,0,1,0,1,32765,12000,1,3,1,2,1
1921,744557,1,0,0,0,0,0,0.512161153,0,1,1,1,10238,12000,0,0,0,0,0
1922,884200,0,0,0,0,0,1,0.492161373,1,1,0,1,10238,15000,0,0,0,0,0
1923,980162,3,0,0,3,0,2,0.557004383,1,0,0,0,10238,15000,0,1,0,3,0
1924,138549,3,1,0,1,0,2,0.68557938,1,0,1,1,32765,7000,0,2,0,5,0
1925,661049,2,1,0,2,2,2,0.545365989,1,1,0,1,10238,12000,0,3,0,0,0
1926,145781,1,1,0,1,2,0,0.447239218,0,1,1,0,10238,11000,0,0,1,3,0
1927,884877,1,1,0,1,0,3,0.362607057,0,1,0,0,10238,12000,0,0,0,1,0
1928,616755,0,1,0,0,0,1,0.331144408,0,1,0,0,92101,15000,0,0,0,0,1
1929,993761,2,1,0,0,2,2,0.666570881,1,1,1,1,32765,7000,1,0,0,0,1
1930,391958,2,0,0,1,0,2,0.759721869,1,1,1,1,10238,12000,0,2,0,2,0
1931,235541,1,1,0,1,1,1,0.35544841,1,1,1,1,32765,9000,0,6,1,1,0
1932,603591,0,1,0,0,2,0,0.491171432,1,1,1,0,32765,9000,0,0,0,0,1
1933,527814,1,1,1,1,1,1,0.509041398,0,1,0,1,10238,11000,0,1,0,3,1
1934,903819,2,0,0,1,0,0,0.572787253,1,0,0,0,10238,15000,0,1,0,0,0
1935,856747,0,1,0,0,0,3,0.425629148,1,1,1,1,92101,10000,0,0,0,0,1
1936,153420,1,1,0,0,1,1,0.170245286,1,1,0,0,10238,11697.00321,0,0,0,0,1
1937,610675,1,0,0,0,0,3,0.623142642,1,0,0,0,10238,16000,0,0,0,0,0
1938,103124,2,1,0,0,0,0,0.553558887,1,1,1,1,10238,12000,0,0,0,0,1
1939,37021,0,0,0,0,0,3,0.455519499,0,1,0,1,10238,13000,0,0,0,0,0
1940,97800,2,1,1,2,1,0,0.554395002,0,0,0,0,10238,16000,0,0,0,4,0
1941,559326,0,1,0,0,1,1,0.254470094,1,1,0,1,10238,13000,0,0,0,0,1
1942,942534,2,1,0,2,0,3,0.39775113,0,1,0,0,10238,18000,0,1,0,3,1
1943,187174,3,1,0,1,0,2,0.579334083,1,1,1,1,10238,8000,0,2,0,1,0
1944,373573,2,1,0,2,1,2,0.667568217,1,0,0,1,10238,11000,0,3,0,6,0
1945,417589,3,1,0,0,2,2,0.606306137,1,0,1,1,10238,10000,0,0,0,0,0
1946,297130,0,1,0,0,1,1,0.390963386,0,1,1,0,32765,9000,0,0,0,0,1
1947,930707,2,0,0,2,0,2,0.56362983,1,0,1,1,10238,10000,0,2,0,5,0
1948,784749,1,1,0,1,2,0,0.505127264,0,1,0,0,10238,16000,0,0,1,1,0
1949,742437,2,0,0,1,2,2,0.625658632,1,0,1,0,10238,15000,0,2,0,1,0
1950,61889,2,0,0,2,0,0,0.588301009,1,1,0,1,10238,11697.00321,0,1,2,2,0
1951,284158,3,1,0,3,2,2,0.550562954,0,0,0,1,10238,17000,0,4,1,3,0
1952,117479,0,1,1,0,0,3,0.355992241,1,1,0,1,10238,12000,0,0,0,0,1
1953,73432,0,0,0,0,0,1,0.303528925,0,1,0,1,10238,12000,0,0,0,0,1
1954,717981,3,1,0,3,0,2,0.608248123,1,0,1,1,32765,8000,0,10,1,4,0
1955,570855,2,1,0,2,0,2,0.565600283,1,0,1,1,10238,11000,0,1,0,4,0
1956,91308,1,1,0,1,0,3,0.28373964,1,1,0,0,32765,13000,0,2,1,0,1
1957,771944,3,0,0,3,0,2,0.656381146,1,1,1,1,10238,9000,0,4,0,5,0
1958,64984,0,1,1,0,1,3,0.402578564,1,1,0,0,32765,14000,0,0,0,0,1
1959,739655,3,1,0,3,0,2,0.687789317,1,0,1,1,10238,11000,0,4,1,4,0
1960,557158,2,1,0,2,2,2,0.578024164,1,0,0,1,10238,15000,0,4,0,3,0
1961,988458,3,0,0,3,1,2,0.56586478,1,0,1,1,32765,6000,0,10,3,4,0
1962,844425,2,1,0,2,0,0,0.507474671,1,0,0,1,32765,6000,0,6,2,2,0
1963,343044,1,0,0,1,2,2,0.647739712,1,1,0,1,32765,9000,0,1,1,0,1
1964,104623,2,1,0,2,0,2,0.714604105,1,1,0,1,32765,10000,0,2,1,3,0
1965,401259,1,0,0,1,2,0,0.587635171,1,0,0,1,10238,10000,0,0,1,0,0
1966,56428,1,1,0,1,2,3,0.327697299,1,1,0,0,32765,13000,0,1,0,0,1
1967,297716,0,1,0,0,0,1,0.345741585,0,1,0,0,32765,13000,0,0,0,0,1
1968,261464,1,1,0,1,0,0,0.464619091,1,0,1,1,32765,12000,0,5,1,0,0
1969,124833,3,0,0,2,2,2,0.57042822,1,1,1,1,10238,9000,1,2,0,3,0
